Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
6723,Netsu Chu Pro Yakyuu TwoZeroZeroTwo,PSTow,2002,Sports,Namco Bandai Games,0.0,0.0,0.25,0.0,0.25
6726,Yakuza Zero The Place of Oath,PSThree,2015,Action,Sega,0.0,0.0,0.25,0.0,0.25
6729,Imagine Zookeeper,DS,2009,Simulation,Ubisoft,0.16,0.06,0.0,0.02,0.25
6730,Porkys,TowSixZeroZero,1982,Action,TowZeroth Century Fox Video Games,0.23,0.01,0.0,0.0,0.25
6731,Americas Army Rise of a Soldier,XB,2005,Shooter,Ubisoft,0.19,0.05,0.0,0.01,0.25
6733,TV Superstars,PSThree,2010,Misc,Sony Computer Entertainment,0.07,0.13,0.0,0.05,0.25
6734,Armored Core Four,XThreeSixZero,2007,Simulation,FiveZeroFive Games,0.19,0.01,0.03,0.02,0.25
6735,FOne TwoZeroZeroZero,PS,2000,Racing,Electronic Arts,0.14,0.09,0.0,0.02,0.25
6736,Littlest Pet Shop Country Friends,DS,2009,Simulation,Electronic Arts,0.23,0.0,0.0,0.02,0.25
6737,Doods Big Adventure,Wii,2010,Platform,THQ,0.22,0.01,0.0,0.02,0.25
6738,Pirates of the Caribbean The Legend of Jack Sparrow,PSTow,2006,Adventure,Ubisoft,0.12,0.09,0.0,0.03,0.25
6739,We Love Golf,Wii,2007,Sports,Capcom,0.2,0.01,0.03,0.02,0.25
6740,WRC World Rally Championship,PSTow,2001,Racing,Sony Computer Entertainment,0.12,0.09,0.0,0.03,0.25
6745,Anno TwoTwoZeroFive,PC,2015,Strategy,Ubisoft,0.02,0.22,0.0,0.01,0.25
6746,Dune TwoZeroZeroZero,PS,1999,Strategy,Electronic Arts,0.14,0.09,0.0,0.02,0.25
6747,Cradle of Rome,DS,2008,Puzzle,Rising Star Games,0.06,0.16,0.0,0.03,0.25
6748,Monster Hunter G,Wii,2009,Role Playing,Capcom,0.0,0.0,0.25,0.0,0.25
6752,Project Overkill,PS,1996,Shooter,Konami Digital Entertainment,0.14,0.09,0.0,0.02,0.25
6753,Jumping Flash Two,PS,1996,Platform,Sony Computer Entertainment,0.05,0.03,0.15,0.02,0.25
6754,Nickelodeon Party Blast,GC,2002,Misc,Atari,0.19,0.05,0.0,0.01,0.25
6755,SBK Superbike World Championship,PSThree,2008,Racing,Black Bean Games,0.12,0.11,0.0,0.02,0.25
6756,Final Fantasy XI Chains of Promathia,PSTow,2004,Role Playing,Square Enix,0.12,0.09,0.0,0.03,0.25
6757,Choro QTwo,PS,1997,Racing,Takara,0.0,0.0,0.23,0.02,0.25
6758,Disneys A Christmas Carol,DS,2009,Adventure,Disney Interactive Studios,0.22,0.01,0.0,0.02,0.25
6759,Butt Ugly Martians BKM Battles,GBA,2002,Action,Vivendi Games,0.18,0.07,0.0,0.0,0.25
6762,Sorry  Aggravation  Scrabble Junior,GBA,2005,Misc,Zoo Digital Publishing,0.18,0.07,0.0,0.0,0.25
6763,Driver SevenSix,PSP,2007,Racing,Ubisoft,0.03,0.14,0.0,0.08,0.25
6765,NBA Courtside TwoZeroZeroTwo,GC,2002,Sports,Nintendo,0.19,0.05,0.0,0.01,0.25
6768,Classic NES Series Excitebike,GBA,2004,Racing,Nintendo,0.11,0.04,0.1,0.01,0.25
6769,Classic NES Series Xevious,GBA,2004,Shooter,Nintendo,0.08,0.03,0.12,0.01,0.25
6770,Avatar The Last Airbender  Into the Inferno,PSTow,2008,Adventure,THQ,0.12,0.09,0.0,0.03,0.25
6771,Disneys Planes,DS,2013,Simulation,Disney Interactive Studios,0.13,0.1,0.0,0.02,0.25
6772,Dora the Explorer Journey to the Purple Planet,PSTow,2005,Adventure,Global Star,0.12,0.09,0.0,0.03,0.24
6774,Digimon World Data Squad,PSTow,2006,Role Playing,Namco Bandai Games,0.12,0.09,0.0,0.03,0.24
6777,Jikkyou Powerful Pro Yakyuu TwoZeroZeroOne,PS,2001,Sports,Konami Digital Entertainment,0.0,0.0,0.23,0.02,0.24
6778,Transformers War for Cybertron DS Version,DS,2010,Shooter,Activision,0.22,0.01,0.0,0.02,0.24
6779,Mega Man X Collection,PSTow,0,Misc,Unknown,0.12,0.09,0.0,0.03,0.24
6781,LEGO Ninjago Shadow of Ronin,PSV,2015,Action,Warner Bros Interactive Entertainment,0.03,0.16,0.0,0.05,0.24
6782,Avalon Code,DS,2008,Role Playing,Rising Star Games,0.11,0.0,0.12,0.01,0.24
6783,Thats So Raven Psychic on the Scene,DS,2006,Adventure,Disney Interactive Studios,0.23,0.0,0.0,0.02,0.24
6785,Tongari Boushi to Oshare na Mahou Tsukai,DS,2011,Action,Konami Digital Entertainment,0.0,0.0,0.24,0.0,0.24
6786,Panzer General,PS,1995,Strategy,Mindscape,0.14,0.09,0.0,0.02,0.24
6787,Broken Sword Shadow of the Templars  The Directors Cut,Wii,2009,Adventure,Ubisoft,0.12,0.1,0.0,0.02,0.24
6788,Gallop Racer JP,PS,1996,Sports,Tecmo Koei,0.04,0.03,0.16,0.02,0.24
6789,Spawn the Eternal,PS,1997,Action,Sony Computer Entertainment,0.14,0.09,0.0,0.02,0.24
6790,MLB,PSP,2005,Sports,Sony Computer Entertainment,0.23,0.0,0.0,0.02,0.24
6792,Command  Conquer Three Kanes Wrath,XThreeSixZero,2008,Strategy,Electronic Arts,0.16,0.06,0.0,0.02,0.24
6793,Dreamcast Collection,XThreeSixZero,2011,Misc,Sega,0.16,0.07,0.0,0.02,0.24
6795,Corpse Party Blood Drive,PSV,2014,Adventure,Marvelous Interactive,0.11,0.03,0.06,0.05,0.24
6797,Disney Stitch Jam,DS,2009,Misc,Disney Interactive Studios,0.08,0.0,0.16,0.0,0.24
6799,Britneys Dance Beat,PSTow,2002,Misc,THQ,0.12,0.09,0.0,0.03,0.24
6800,Guitar Freaks,PS,1999,Simulation,Konami Digital Entertainment,0.0,0.0,0.23,0.02,0.24
6801,World Soccer Winning Eleven Seven,PSTow,2003,Sports,Konami Digital Entertainment,0.12,0.09,0.0,0.03,0.24
6802,Ace Combat Assault Horizon Legacy,ThreeDS,2011,Simulation,Namco Bandai Games,0.1,0.06,0.08,0.01,0.24
6805,Namco Tennis Smash Court,PS,1995,Sports,Sony Computer Entertainment,0.0,0.0,0.23,0.02,0.24
6806,Vexx,PSTow,2003,Platform,Acclaim Entertainment,0.12,0.09,0.0,0.03,0.24
6809,Marvel vs Capcom Origins,PSTow,2006,Fighting,Capcom,0.11,0.08,0.02,0.03,0.24
6810,Pro Yaky Spirits TwoZeroOneOne,PSP,2011,Sports,Konami Digital Entertainment,0.0,0.0,0.24,0.0,0.24
6811,Imagine Teacher Class Trip,DS,2009,Adventure,Ubisoft,0.1,0.12,0.0,0.02,0.24
6812,TimeSplitters Future Perfect,PSTow,2005,Shooter,Electronic Arts,0.12,0.09,0.0,0.03,0.24
6813,Final Fantasy Fables Chocobo Tales,DS,2006,Adventure,Ubisoft,0.11,0.01,0.12,0.01,0.24
6815,Genma Onimusha,XB,2002,Action,Capcom,0.14,0.04,0.05,0.01,0.24
6816,DK King of Swing,GBA,2005,Platform,Nintendo,0.17,0.06,0.0,0.0,0.24
6817,KOne Revenge,PS,1997,Fighting,Xing Entertainment,0.04,0.03,0.16,0.02,0.24
6818,GPolice,PS,1997,Action,Psygnosis,0.13,0.09,0.0,0.02,0.24
6819,Pure Futbol,PSThree,2010,Sports,Ubisoft,0.06,0.13,0.0,0.05,0.24
6822,Atelier Meruru Alchemist of Arland Three,PSThree,2011,Role Playing,Nippon Ichi Software,0.05,0.0,0.18,0.01,0.24
6824,Deca Sports Three,Wii,2010,Sports,Hudson Soft,0.15,0.07,0.0,0.02,0.24
6826,Midway Arcade Treasures Extended Play,PSP,2005,Misc,Midway Games,0.21,0.01,0.0,0.02,0.24
6829,Bass Pro Shops The Hunt,Wii,2010,Sports,XS Games,0.23,0.0,0.0,0.02,0.24
6830,What Did I Do to Deserve This My Lord Two,PSP,2008,Role Playing,Nippon Ichi Software,0.05,0.0,0.18,0.01,0.24
6831,Boogie SuperStar,Wii,2008,Misc,Electronic Arts,0.2,0.02,0.0,0.02,0.24
6833,Rock Band Track Pack Volume One,Wii,2008,Misc,MTV Games,0.17,0.05,0.0,0.02,0.24
6835,Super Monkey Ball Deluxe,PSTow,2005,Misc,Sega,0.12,0.09,0.0,0.03,0.24
6841,Stella Glow,ThreeDS,2015,Role Playing,Atlus,0.16,0.01,0.05,0.02,0.24
6842,Dancing With The Stars,Wii,2007,Misc,Activision,0.22,0.0,0.0,0.02,0.24
6843,Summon Night Three,PSTow,2003,Role Playing,Banpresto,0.0,0.0,0.24,0.0,0.24
6844,Pro Yaky Spirits TwoZeroOneZero,PSP,2010,Sports,Konami Digital Entertainment,0.0,0.0,0.24,0.0,0.24
6846,Megamind Mega Team Unite,Wii,2010,Adventure,THQ,0.16,0.06,0.0,0.02,0.24
6847,PDC World Championship Darts TwoZeroZeroEight,Wii,2008,Sports,Oxygen Interactive,0.02,0.21,0.0,0.01,0.24
6848,Jissen PachiSlot Hisshouhou Hokuto no Ken SE,PSTow,2006,Misc,Sega,0.0,0.0,0.24,0.0,0.24
6849,Azurik Rise of Perathia,XB,2001,Action,Microsoft Game Studios,0.18,0.05,0.0,0.01,0.24
6850,Luminous Arc,DS,2007,Role Playing,Rising Star Games,0.16,0.0,0.06,0.01,0.24
6851,All Grown Up Game Boy Advance Video Volume One,GBA,2004,Misc,Unknown,0.17,0.06,0.0,0.0,0.24
6852,The Lord of the Rings Aragorns Quest,Wii,2010,Action,Warner Bros Interactive Entertainment,0.17,0.05,0.0,0.02,0.24
6854,Paws  Claws Pet Resort,DS,2008,Simulation,THQ,0.22,0.0,0.0,0.02,0.24
6855,Grand Slam Tennis Two,PSThree,2012,Sports,Electronic Arts,0.09,0.11,0.0,0.04,0.24
6856,Sakura Wars Atsuki Chishio Ni,PSTow,2003,Role Playing,Sega,0.0,0.0,0.24,0.0,0.24
6857,Ms PacMan Maze Madness  PacMan World,GBA,2005,Puzzle,Namco Bandai Games,0.17,0.06,0.0,0.0,0.24
6858,NHRA Championship Drag Racing,PSTow,2005,Racing,ValuSoft,0.12,0.09,0.0,0.03,0.24
6859,The Price is Right TwoZeroOneZero Edition,Wii,2009,Misc,Ubisoft,0.22,0.0,0.0,0.02,0.24
6860,Monster Jam,PSTow,2007,Racing,Activision,0.12,0.09,0.0,0.03,0.24
6861,Valhalla Knights,PSP,2006,Role Playing,Rising Star Games,0.15,0.0,0.07,0.01,0.24
6862,Harvest Moon Another Wonderful Life,GC,2004,Role Playing,Marvelous Interactive,0.19,0.05,0.0,0.01,0.24
6864,The Godfather US  Others sales,XThreeSixZero,2006,Action,Electronic Arts,0.2,0.02,0.0,0.02,0.24
6865,Jikkyou Powerful Pro Yakyuu OneFive,PSTow,2008,Sports,Konami Digital Entertainment,0.0,0.0,0.24,0.0,0.24
6868,Front Line,TowSixZeroZero,1981,Action,Taito,0.22,0.01,0.0,0.0,0.24
6869,Paperboy,NSixFour,1999,Action,Midway Games,0.19,0.05,0.0,0.0,0.24
6871,Midways Greatest Arcade Hits Volume One,NSixFour,2000,Misc,Midway Games,0.19,0.05,0.0,0.0,0.24
6872,Road Rash SixFour,NSixFour,1999,Racing,THQ,0.19,0.05,0.0,0.0,0.24
6874,Army Men Air Combat,NSixFour,2000,Action,ThreeDO,0.19,0.05,0.0,0.0,0.24
6875,Rock Band Track Pack Volume Two,Wii,2008,Misc,MTV Games,0.21,0.02,0.0,0.02,0.24
6876,NCAA College Basketball TwoKThree,PSTow,2002,Sports,Sega,0.12,0.09,0.0,0.03,0.24
6877,Mobile Suit Gundam Battlefield Record UCZeroZeroEightOne,PSThree,2009,Action,Namco Bandai Games,0.0,0.0,0.24,0.0,0.24
6880,Lucky Luke,PS,1998,Platform,Ocean,0.13,0.09,0.0,0.02,0.24
6882,Ashes Cricket TwoZeroZeroNine,Wii,2009,Sports,Codemasters,0.0,0.23,0.0,0.01,0.24
6883,Ghost Rider,PSP,2007,Action,TakeTwo Interactive,0.22,0.0,0.0,0.02,0.24
6884,Tony Hawks American SkEightland,GBA,2005,Sports,Activision,0.17,0.06,0.0,0.0,0.24
6887,Amazing Adventures The Forgotten Ruins,DS,2008,Adventure,PopCap Games,0.13,0.08,0.0,0.02,0.24
6888,Densetsu no Stafi Three,GBA,2004,Platform,Nintendo,0.0,0.0,0.23,0.01,0.24
6889,Forsaken,PS,1998,Shooter,Acclaim Entertainment,0.13,0.09,0.0,0.02,0.24
6890,Ratchet  Clank Going Commando JP weekly sales,PSTow,2003,Action,Sony Computer Entertainment,0.0,0.0,0.24,0.0,0.24
6891,Pictionary Ultimate Edition,PSThree,2011,Misc,THQ,0.15,0.06,0.0,0.03,0.24
6895,Dance Dance Revolution Disney Channel Edition,PSTow,2008,Simulation,Konami Digital Entertainment,0.12,0.09,0.0,0.03,0.24
6896,DiRT Showdown,XThreeSixZero,2012,Racing,Codemasters,0.08,0.14,0.0,0.02,0.24
6897,Divinity II Ego Draconis,XThreeSixZero,2009,Role Playing,DTP Entertainment,0.18,0.04,0.0,0.02,0.24
6898,Checkers,TowSixZeroZero,1980,Misc,Atari,0.22,0.01,0.0,0.0,0.24
6899,Front Mission Gun Hazard,SNES,1996,Role Playing,SquareSoft,0.0,0.0,0.24,0.0,0.24
6901,Hello Kitty Seasons,Wii,2010,Adventure,Namco Bandai Games,0.16,0.06,0.0,0.02,0.24
6902,ChibiRobo Zip Lash,ThreeDS,2015,Platform,Nintendo,0.09,0.08,0.06,0.02,0.24
6903,FourxFour EVO Two,XB,2001,Racing,Gathering of Developers,0.18,0.05,0.0,0.01,0.24
6904,XS Airboat Racing,PS,2002,Racing,XS Games,0.13,0.09,0.0,0.02,0.24
6905,Lunar Silver Star Harmony,PSP,2009,Role Playing,GungHo,0.19,0.0,0.03,0.02,0.24
6906,Sherlock Holmes and the Mystery of Osborne House,DS,2010,Adventure,Focus Home Interactive,0.07,0.14,0.0,0.03,0.24
6908,Dora the Explorer Super Star Adventures,GBA,2004,Adventure,Game Factory,0.17,0.06,0.0,0.0,0.24
6909,Viva Pinata Party Animals,XThreeSixZero,2007,Misc,Microsoft Game Studios,0.19,0.03,0.0,0.02,0.24
6910,Scrabble Others sales,DS,2009,Puzzle,Ubisoft,0.0,0.24,0.0,0.0,0.24
6914,My Street,PSTow,2003,Misc,Sony Computer Entertainment,0.12,0.09,0.0,0.03,0.24
6915,Wild Nine,PS,1998,Action,Interplay,0.13,0.09,0.0,0.02,0.24
6916,Shadow Hearts Covenant,PSTow,2004,Role Playing,Midway Games,0.12,0.09,0.0,0.03,0.24
6919,Angry Birds,PC,2011,Puzzle,Focus Home Interactive,0.0,0.18,0.0,0.05,0.24
6920,Risen Two Dark Waters,PSThree,2012,Role Playing,Deep Silver,0.04,0.14,0.01,0.05,0.24
6923,Game  Wario,WiiU,2013,Misc,Nintendo,0.06,0.06,0.11,0.01,0.24
6924,PGA Tour NineSix,PS,1995,Sports,Electronic Arts,0.13,0.09,0.0,0.02,0.24
6925,Onechanbara ZTwo Chaos,PSFour,2014,Action,Nippon Ichi Software,0.13,0.02,0.04,0.04,0.24
6926,Fallout Three Game AddOn Pack Broken Steel and Point Lookout,XThreeSixZero,2009,Role Playing,Bethesda Softworks,0.16,0.06,0.0,0.02,0.24
6927,Covert Ops Nuclear Dawn,PS,2000,Action,Sony Computer Entertainment,0.13,0.09,0.0,0.02,0.24
6928,DanceDanceRevolution II,Wii,0,Misc,Konami Digital Entertainment,0.22,0.0,0.0,0.02,0.24
6931,TrackMania Build to Race,Wii,2010,Racing,Focus Home Interactive,0.1,0.11,0.0,0.03,0.24
6932,Nintendo Presents Crossword Collection,DS,2009,Puzzle,Nintendo,0.0,0.21,0.0,0.02,0.24
6933,Galaga Destination Earth,PS,2000,Shooter,Hasbro Interactive,0.13,0.09,0.0,0.02,0.24
6934,GI Joe The Rise of Cobra,XThreeSixZero,2009,Action,Electronic Arts,0.17,0.05,0.0,0.02,0.24
6935,Ar tonelico Qoga Knell of Ar Ciel,PSThree,2010,Role Playing,Tecmo Koei,0.08,0.01,0.13,0.01,0.24
6937,Polly Pocket Super Splash Island,GBA,2003,Action,Knowledge Adventure,0.17,0.06,0.0,0.0,0.24
6939,Tony Hawks Downhill Jam,Wii,0,Sports,Activision,0.21,0.0,0.0,0.02,0.24
6940,Sesame Street Elmos Number Journey,PS,1998,Misc,NewKidCo,0.13,0.09,0.0,0.02,0.24
6941,Rampage,TowSixZeroZero,1988,Action,Activision,0.22,0.01,0.0,0.0,0.24
6942,Dark Cavern,TowSixZeroZero,1981,Shooter,Mattel Interactive,0.22,0.01,0.0,0.0,0.24
6943,Jewels of the Tropical Lost Island,DS,2010,Puzzle,Storm City Games,0.11,0.1,0.0,0.02,0.24
6944,Afro Samurai,XThreeSixZero,2009,Action,Atari,0.16,0.05,0.0,0.02,0.24
6946,Sands of Destruction,DS,2008,Role Playing,Sega,0.09,0.0,0.13,0.01,0.24
6948,Silent Hill Book of Memories,PSV,2012,Action,Konami Digital Entertainment,0.13,0.06,0.0,0.04,0.24
6949,Lunar Knights,DS,2006,Role Playing,Konami Digital Entertainment,0.17,0.01,0.04,0.02,0.24
6950,The Walking Dead Season Two,PSFour,2014,Adventure,Telltale Games,0.1,0.09,0.01,0.04,0.24
6958,Naruto Path of the Ninja Two,DS,2006,Role Playing,Takara Tomy,0.22,0.0,0.0,0.02,0.23
6959,Wallace  Gromit in Project Zoo,PSTow,2003,Platform,BAM Entertainment,0.11,0.09,0.0,0.03,0.23
6960,Karaoke Revolution Volume Two,PSTow,2004,Misc,Konami Digital Entertainment,0.11,0.09,0.0,0.03,0.23
6961,Wizards of Waverly Place Spellbound,DS,2010,Misc,Disney Interactive Studios,0.16,0.06,0.0,0.02,0.23
6963,Etrian Mystery Dungeon,ThreeDS,2015,Role Playing,Nippon Ichi Software,0.09,0.01,0.12,0.01,0.23
6964,Mobile Suit Gundam Climax UC,PSTow,2006,Action,Namco Bandai Games,0.0,0.0,0.23,0.0,0.23
6965,Street Fighter EXTwo Plus,PS,1998,Fighting,Virgin Interactive,0.13,0.09,0.0,0.02,0.23
6966,The Smurfs Two,DS,2013,Platform,Ubisoft,0.0,0.21,0.0,0.02,0.23
6967,Big Family Games,Wii,2009,Misc,THQ,0.0,0.22,0.0,0.02,0.23
6968,Big Beach Sports Two,Wii,0,Sports,THQ,0.09,0.12,0.0,0.03,0.23
6970,Jet XTwoZero,PSTow,0,Racing,Unknown,0.11,0.09,0.0,0.03,0.23
6971,Super Robot Taisen D,GBA,2003,Strategy,Banpresto,0.0,0.0,0.23,0.01,0.23
6973,Buffy the Vampire Slayer,XB,2002,Action,Electronic Arts,0.18,0.05,0.0,0.01,0.23
6978,Saint Seiya Sanctuary Battle,PSThree,2011,Action,Namco Bandai Games,0.0,0.09,0.11,0.03,0.23
6979,Girls Mode Three Kirakira Code,ThreeDS,2015,Action,Nintendo,0.0,0.0,0.23,0.0,0.23
6980,Meteos,DS,2005,Puzzle,Nintendo,0.15,0.01,0.06,0.01,0.23
6983,Cross Edge,PSThree,2008,Role Playing,Nippon Ichi Software,0.14,0.02,0.05,0.02,0.23
6984,Hotel for Dogs,DS,2008,Simulation,FiveZeroFive Games,0.22,0.0,0.0,0.02,0.23
6987,Me  My Katamari,PSP,2005,Puzzle,Namco Bandai Games,0.13,0.02,0.08,0.0,0.23
6988,Asphalt Injection,PSV,2011,Action,Ubisoft,0.14,0.06,0.0,0.04,0.23
6989,Total War Attila,PC,2015,Strategy,Sega,0.09,0.13,0.0,0.02,0.23
6992,World Series Baseball,XB,2002,Sports,Sega,0.17,0.05,0.0,0.01,0.23
6993,SingStar Pop Edition,PSThree,2009,Misc,Sony Computer Entertainment,0.0,0.19,0.0,0.05,0.23
6994,Test Drive Eve of Destruction,PSTow,2004,Racing,Atari,0.11,0.09,0.0,0.03,0.23
6996,Dynasty Warriors Gundam Reborn,PSThree,2013,Action,Tecmo Koei,0.0,0.0,0.23,0.0,0.23
6999,Carnival Island,PSThree,2011,Misc,Sony Computer Entertainment,0.13,0.06,0.0,0.04,0.23
7000,Jeremy McGrath Supercross World,PSTow,2001,Racing,Acclaim Entertainment,0.11,0.09,0.0,0.03,0.23
7001,MMs Kart Racing,Wii,2007,Racing,Zoo Digital Publishing,0.22,0.0,0.0,0.02,0.23
7002,Rock Band Track Pack Classic Rock,Wii,2009,Misc,MTV Games,0.22,0.0,0.0,0.02,0.23
7003,The Scorpion King Rise of the Akkadian,PSTow,2002,Action,Universal Interactive,0.11,0.09,0.0,0.03,0.23
7004,Lets Make a Soccer Team,PSTow,2006,Sports,Sega,0.0,0.0,0.23,0.0,0.23
7007,AllStar Baseball TwoZeroZeroOne,NSixFour,2000,Sports,Acclaim Entertainment,0.22,0.01,0.0,0.0,0.23
7012,Pitfall The Big Adventure,Wii,2008,Adventure,Activision,0.2,0.02,0.0,0.02,0.23
7014,Worms Battle Islands,Wii,2010,Strategy,THQ,0.11,0.1,0.0,0.02,0.23
7015,ESPN NHL Hockey,PSTow,2003,Sports,Sega,0.11,0.09,0.0,0.03,0.23
7016,Harvest Moon GB,GB,1997,Simulation,Victor Interactive,0.0,0.0,0.23,0.0,0.23
7017,Imagine Detective,DS,2009,Simulation,Ubisoft,0.16,0.01,0.0,0.06,0.23
7020,NCAA GameBreaker TwoZeroZeroThree,PSTow,2002,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23
7022,Gundam Battle Assault,PS,1998,Fighting,Namco Bandai Games,0.13,0.09,0.0,0.02,0.23
7023,Virtua Fighter Kids,SAT,1995,Fighting,Sega,0.0,0.0,0.23,0.0,0.23
7024,Lunar Silver Star Story,SAT,1996,Role Playing,Kadokawa Shoten,0.0,0.0,0.23,0.0,0.23
7030,Age of Empires The Age of Kings,DS,2006,Strategy,THQ,0.19,0.02,0.0,0.02,0.23
7031,Whats Cooking Jamie Oliver,DS,2008,Simulation,Atari,0.2,0.01,0.0,0.02,0.23
7032,Tom Clancys Rainbow Six Rogue Spear,PS,2001,Shooter,Ubisoft,0.13,0.09,0.0,0.02,0.23
7033,NHL FaceOff TwoZeroZeroOne,PS,2000,Sports,Sony Computer Entertainment,0.13,0.09,0.0,0.02,0.23
7034,Ultimate Duck Hunting Hunting  Retrieving Ducks,Wii,2007,Sports,DetnEight Games,0.21,0.0,0.0,0.02,0.23
7035,YuGiOh GX Duel Academy,GBA,2005,Misc,Konami Digital Entertainment,0.17,0.06,0.0,0.0,0.23
7037,Tribes Aerial Assault,PSTow,0,Shooter,Unknown,0.11,0.09,0.0,0.03,0.23
7038,Colony Wars Vengeance,PS,1998,Simulation,Psygnosis,0.13,0.09,0.0,0.02,0.23
7039,Last Window The Secret of Cape West,DS,2010,Adventure,Nintendo,0.0,0.12,0.09,0.02,0.23
7040,YuGiOh GX Tag Force Three,PSP,2008,Strategy,Konami Digital Entertainment,0.0,0.03,0.18,0.01,0.23
7043,I Love Horses,DS,2008,Simulation,GSP,0.21,0.0,0.0,0.01,0.23
7045,Karaoke Revolution Glee Two Road to Regionals,Wii,2011,Misc,Konami Digital Entertainment,0.15,0.06,0.0,0.02,0.23
7047,The King of Fighters NineFive CD,NG,1994,Fighting,SNK,0.0,0.0,0.23,0.0,0.23
7048,Perfect Weapon,PS,1996,Action,American Softworks,0.13,0.09,0.0,0.02,0.23
7049,Luminous Arc Two,DS,2008,Role Playing,Rising Star Games,0.21,0.0,0.0,0.02,0.23
7055,Deadly Creatures,Wii,2009,Action,THQ,0.08,0.12,0.0,0.03,0.23
7056,Airblade,PSTow,2001,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23
7058,Mega Man  Bass,GBA,2002,Platform,Capcom,0.16,0.06,0.0,0.0,0.23
7059,NBA Live OneFive,PSFour,2014,Sports,Electronic Arts,0.15,0.04,0.0,0.04,0.23
7063,Puss in Boots,XThreeSixZero,2011,Action,THQ,0.2,0.02,0.0,0.02,0.23
7064,Family Fest presents Movie Games,Wii,2008,Action,Ubisoft,0.2,0.01,0.0,0.02,0.23
7065,AKBOneOneFourNine Love Election,PSP,2012,Adventure,Namco Bandai Games,0.0,0.0,0.23,0.0,0.23
7067,Tetris Two weekly jp sales,GB,1992,Puzzle,Nintendo,0.0,0.0,0.23,0.0,0.23
7068,Pro Yakyuu Team o Tsukurou Two,PSTow,2003,Sports,Sega,0.0,0.0,0.23,0.0,0.23
7069,Musou Orochi Z,PSThree,2009,Action,Tecmo Koei,0.0,0.0,0.23,0.0,0.23
7070,World Series of Poker TwoZeroZeroEight Battle for the Bracelets,PSTow,2007,Misc,Activision,0.11,0.09,0.0,0.03,0.23
7072,Naruto Shippuden Ninja Council Four,DS,2007,Action,Nintendo,0.09,0.0,0.13,0.01,0.23
7073,Genji Dawn of the Samurai,PSTow,2005,Action,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23
7074,Rocket League,PSFour,2016,Sports,FiveZeroFive Games,0.02,0.14,0.0,0.07,0.23
7076,The Idolmster SP Wandering Star  Perfect Sun  Missing Moon,PSP,2009,Adventure,Namco Bandai Games,0.0,0.0,0.23,0.0,0.23
7077,Critical Depth,PS,1997,Action,GT Interactive,0.13,0.09,0.0,0.01,0.23
7080,Tales of VS,PSP,2009,Fighting,Namco Bandai Games,0.0,0.0,0.23,0.0,0.23
7081,SakaTsuku DS Touch and Direct,DS,2008,Sports,Sega,0.0,0.0,0.23,0.0,0.23
7082,Super Swing Golf,Wii,2006,Sports,Nintendo,0.14,0.01,0.07,0.01,0.23
7083,The Italian Job,PSTow,2003,Racing,Eidos Interactive,0.11,0.09,0.0,0.03,0.23
7084,Mega Man Battle Network Five Team Colonel  Protoman,GBA,2004,Role Playing,Capcom,0.16,0.06,0.0,0.0,0.23
7085,Barbie and the Three Musketeers,Wii,2009,Adventure,Activision,0.21,0.0,0.0,0.02,0.23
7086,Star Ocean,SNES,1996,Role Playing,Enix Corporation,0.0,0.0,0.23,0.0,0.23
7088,Naruto Ninja Council Two European Version,DS,2005,Fighting,Tomy Corporation,0.0,0.0,0.23,0.0,0.23
7089,Soldier of Fortune II Double Helix,XB,2003,Shooter,Activision,0.17,0.05,0.0,0.01,0.23
7092,Final Fantasy XI Treasures of Aht Urhgan,PSTow,2006,Role Playing,Square Enix,0.06,0.05,0.1,0.02,0.23
7093,Alundra,PS,1997,Role Playing,Psygnosis,0.13,0.09,0.0,0.01,0.23
7094,World Soccer Winning Eleven TwoZeroOneZero Aoki Samurai no Chousen,PSThree,2010,Sports,Konami Digital Entertainment,0.0,0.0,0.23,0.0,0.23
7096,Super RType,SNES,1991,Shooter,Nintendo,0.0,0.0,0.23,0.0,0.23
7097,Rampage Two Universal Tour,PS,1998,Action,GT Interactive,0.13,0.09,0.0,0.01,0.23
7100,BlowOut,PSTow,2003,Shooter,Zoo Digital Publishing,0.11,0.09,0.0,0.03,0.23
7101,NFL Blitz Pro,PSTow,2003,Sports,Midway Games,0.11,0.09,0.0,0.03,0.23
7103,TRON Evolution  Battle Grids,Wii,2010,Racing,Disney Interactive Studios,0.18,0.03,0.0,0.02,0.23
7104,The Raiden Project,PS,1995,Shooter,Ocean,0.06,0.04,0.12,0.01,0.23
7105,Hooked Real Motion Fishing,Wii,2007,Sports,FiveZeroFive Games,0.21,0.0,0.0,0.02,0.23
7106,Pocket Fighter,PS,1997,Fighting,Virgin Interactive,0.06,0.04,0.12,0.01,0.23
7107,Bicycle Casino TwoZeroZeroFive,XB,2004,Misc,Zoo Digital Publishing,0.17,0.05,0.0,0.01,0.23
7108,Valhalla Knights Two,PSP,2008,Role Playing,Rising Star Games,0.09,0.0,0.12,0.01,0.23
